DimDate,年,季,月,月份名稱,星期,工作日,週年序,交通匹配欄,年月
2020-04-05 12:00:00,2020,Q2,4,4月,週日,週末,2020W14,週日,202004
2020-04-06 12:00:00,2020,Q2,4,4月,週一,平日,2020W15,非參考日,202004
2020-04-07 12:00:00,2020,Q2,4,4月,週二,平日,2020W15,週2-4,202004
2020-04-08 12:00:00,2020,Q2,4,4月,週三,平日,2020W15,週2-4,202004
2020-04-09 12:00:00,2020,Q2,4,4月,週四,平日,2020W15,週2-4,202004
2020-04-10 12:00:00,2020,Q2,4,4月,週五,平日,2020W15,非參考日,202004
2020-04-11 12:00:00,2020,Q2,4,4月,週六,週末,2020W15,週六,202004
2020-04-12 12:00:00,2020,Q2,4,4月,週日,週末,2020W15,週日,202004
2020-04-13 12:00:00,2020,Q2,4,4月,週一,平日,2020W16,非參考日,202004
2020-04-14 12:00:00,2020,Q2,4,4月,週二,平日,2020W16,週2-4,202004
2020-04-15 12:00:00,2020,Q2,4,4月,週三,平日,2020W16,週2-4,202004
2020-04-16 12:00:00,2020,Q2,4,4月,週四,平日,2020W16,週2-4,202004
2020-04-17 12:00:00,2020,Q2,4,4月,週五,平日,2020W16,非參考日,202004
2020-04-18 12:00:00,2020,Q2,4,4月,週六,週末,2020W16,週六,202004
2020-04-19 12:00:00,2020,Q2,4,4月,週日,週末,2020W16,週日,202004
2020-04-20 12:00:00,2020,Q2,4,4月,週一,平日,2020W17,非參考日,202004
2020-04-21 12:00:00,2020,Q2,4,4月,週二,平日,2020W17,週2-4,202004
2020-04-22 12:00:00,2020,Q2,4,4月,週三,平日,2020W17,週2-4,202004
2020-04-23 12:00:00,2020,Q2,4,4月,週四,平日,2020W17,週2-4,202004
2020-04-24 12:00:00,2020,Q2,4,4月,週五,平日,2020W17,非參考日,202004
2020-04-25 12:00:00,2020,Q2,4,4月,週六,週末,2020W17,週六,202004
2020-04-26 12:00:00,2020,Q2,4,4月,週日,週末,2020W17,週日,202004
2020-04-27 12:00:00,2020,Q2,4,4月,週一,平日,2020W18,非參考日,202004
2020-04-28 12:00:00,2020,Q2,4,4月,週二,平日,2020W18,週2-4,202004
2020-04-29 12:00:00,2020,Q2,4,4月,週三,平日,2020W18,週2-4,202004
2020-04-30 12:00:00,2020,Q2,4,4月,週四,平日,2020W18,週2-4,202004
2020-05-01 12:00:00,2020,Q2,5,5月,週五,平日,2020W18,非參考日,202005
2020-05-02 12:00:00,2020,Q2,5,5月,週六,週末,2020W18,週六,202005
2020-05-03 12:00:00,2020,Q2,5,5月,週日,週末,2020W18,週日,202005
2020-05-04 12:00:00,2020,Q2,5,5月,週一,平日,2020W19,非參考日,202005
2020-05-05 12:00:00,2020,Q2,5,5月,週二,平日,2020W19,週2-4,202005
2020-05-06 12:00:00,2020,Q2,5,5月,週三,平日,2020W19,週2-4,202005
2020-05-07 12:00:00,2020,Q2,5,5月,週四,平日,2020W19,週2-4,202005
2020-05-08 12:00:00,2020,Q2,5,5月,週五,平日,2020W19,非參考日,202005
2020-05-09 12:00:00,2020,Q2,5,5月,週六,週末,2020W19,週六,202005
2020-05-10 12:00:00,2020,Q2,5,5月,週日,週末,2020W19,週日,202005
2020-05-11 12:00:00,2020,Q2,5,5月,週一,平日,2020W20,非參考日,202005
2020-05-12 12:00:00,2020,Q2,5,5月,週二,平日,2020W20,週2-4,202005
2020-05-13 12:00:00,2020,Q2,5,5月,週三,平日,2020W20,週2-4,202005
2020-05-14 12:00:00,2020,Q2,5,5月,週四,平日,2020W20,週2-4,202005
2020-05-15 12:00:00,2020,Q2,5,5月,週五,平日,2020W20,非參考日,202005
2020-05-16 12:00:00,2020,Q2,5,5月,週六,週末,2020W20,週六,202005
2020-05-17 12:00:00,2020,Q2,5,5月,週日,週末,2020W20,週日,202005
2020-05-18 12:00:00,2020,Q2,5,5月,週一,平日,2020W21,非參考日,202005
2020-05-19 12:00:00,2020,Q2,5,5月,週二,平日,2020W21,週2-4,202005
2020-05-20 12:00:00,2020,Q2,5,5月,週三,平日,2020W21,週2-4,202005
2020-05-21 12:00:00,2020,Q2,5,5月,週四,平日,2020W21,週2-4,202005
2020-05-22 12:00:00,2020,Q2,5,5月,週五,平日,2020W21,非參考日,202005
2020-05-23 12:00:00,2020,Q2,5,5月,週六,週末,2020W21,週六,202005
2020-05-24 12:00:00,2020,Q2,5,5月,週日,週末,2020W21,週日,202005
2020-05-25 12:00:00,2020,Q2,5,5月,週一,平日,2020W22,非參考日,202005
2020-05-26 12:00:00,2020,Q2,5,5月,週二,平日,2020W22,週2-4,202005
2020-05-27 12:00:00,2020,Q2,5,5月,週三,平日,2020W22,週2-4,202005
2020-05-28 12:00:00,2020,Q2,5,5月,週四,平日,2020W22,週2-4,202005
2020-05-29 12:00:00,2020,Q2,5,5月,週五,平日,2020W22,非參考日,202005
2020-05-30 12:00:00,2020,Q2,5,5月,週六,週末,2020W22,週六,202005
2020-05-31 12:00:00,2020,Q2,5,5月,週日,週末,2020W22,週日,202005
2020-06-01 12:00:00,2020,Q2,6,6月,週一,平日,2020W23,非參考日,202006
2020-06-02 12:00:00,2020,Q2,6,6月,週二,平日,2020W23,週2-4,202006
2020-06-03 12:00:00,2020,Q2,6,6月,週三,平日,2020W23,週2-4,202006
2020-06-04 12:00:00,2020,Q2,6,6月,週四,平日,2020W23,週2-4,202006
2020-06-05 12:00:00,2020,Q2,6,6月,週五,平日,2020W23,非參考日,202006
2020-06-06 12:00:00,2020,Q2,6,6月,週六,週末,2020W23,週六,202006
2020-06-07 12:00:00,2020,Q2,6,6月,週日,週末,2020W23,週日,202006
2020-06-08 12:00:00,2020,Q2,6,6月,週一,平日,2020W24,非參考日,202006
2020-06-09 12:00:00,2020,Q2,6,6月,週二,平日,2020W24,週2-4,202006
2020-06-10 12:00:00,2020,Q2,6,6月,週三,平日,2020W24,週2-4,202006
2020-06-11 12:00:00,2020,Q2,6,6月,週四,平日,2020W24,週2-4,202006
2020-06-12 12:00:00,2020,Q2,6,6月,週五,平日,2020W24,非參考日,202006
2020-06-13 12:00:00,2020,Q2,6,6月,週六,週末,2020W24,週六,202006
2020-06-14 12:00:00,2020,Q2,6,6月,週日,週末,2020W24,週日,202006
2020-06-15 12:00:00,2020,Q2,6,6月,週一,平日,2020W25,非參考日,202006
2020-06-16 12:00:00,2020,Q2,6,6月,週二,平日,2020W25,週2-4,202006
2020-06-17 12:00:00,2020,Q2,6,6月,週三,平日,2020W25,週2-4,202006
2020-06-18 12:00:00,2020,Q2,6,6月,週四,平日,2020W25,週2-4,202006
2020-06-19 12:00:00,2020,Q2,6,6月,週五,平日,2020W25,非參考日,202006
2020-06-20 12:00:00,2020,Q2,6,6月,週六,週末,2020W25,週六,202006
2020-06-21 12:00:00,2020,Q2,6,6月,週日,週末,2020W25,週日,202006
2020-06-22 12:00:00,2020,Q2,6,6月,週一,平日,2020W26,非參考日,202006
2020-06-23 12:00:00,2020,Q2,6,6月,週二,平日,2020W26,週2-4,202006
2020-06-24 12:00:00,2020,Q2,6,6月,週三,平日,2020W26,週2-4,202006
2020-06-25 12:00:00,2020,Q2,6,6月,週四,平日,2020W26,週2-4,202006
2020-06-26 12:00:00,2020,Q2,6,6月,週五,平日,2020W26,非參考日,202006
2020-06-27 12:00:00,2020,Q2,6,6月,週六,週末,2020W26,週六,202006
2020-06-28 12:00:00,2020,Q2,6,6月,週日,週末,2020W26,週日,202006
2020-06-29 12:00:00,2020,Q2,6,6月,週一,平日,2020W27,非參考日,202006
2020-06-30 12:00:00,2020,Q2,6,6月,週二,平日,2020W27,週2-4,202006
2020-07-01 12:00:00,2020,Q3,7,7月,週三,平日,2020W27,週2-4,202007
2020-07-02 12:00:00,2020,Q3,7,7月,週四,平日,2020W27,週2-4,202007
2020-07-03 12:00:00,2020,Q3,7,7月,週五,平日,2020W27,非參考日,202007
2020-07-04 12:00:00,2020,Q3,7,7月,週六,週末,2020W27,週六,202007
2020-07-05 12:00:00,2020,Q3,7,7月,週日,週末,2020W27,週日,202007
2020-07-06 12:00:00,2020,Q3,7,7月,週一,平日,2020W28,非參考日,202007
2020-07-07 12:00:00,2020,Q3,7,7月,週二,平日,2020W28,週2-4,202007
2020-07-08 12:00:00,2020,Q3,7,7月,週三,平日,2020W28,週2-4,202007
2020-07-09 12:00:00,2020,Q3,7,7月,週四,平日,2020W28,週2-4,202007
2020-07-10 12:00:00,2020,Q3,7,7月,週五,平日,2020W28,非參考日,202007
2020-07-11 12:00:00,2020,Q3,7,7月,週六,週末,2020W28,週六,202007
2020-07-12 12:00:00,2020,Q3,7,7月,週日,週末,2020W28,週日,202007
2020-07-13 12:00:00,2020,Q3,7,7月,週一,平日,2020W29,非參考日,202007
2020-07-14 12:00:00,2020,Q3,7,7月,週二,平日,2020W29,週2-4,202007
2020-07-15 12:00:00,2020,Q3,7,7月,週三,平日,2020W29,週2-4,202007
2020-07-16 12:00:00,2020,Q3,7,7月,週四,平日,2020W29,週2-4,202007
2020-07-17 12:00:00,2020,Q3,7,7月,週五,平日,2020W29,非參考日,202007
2020-07-18 12:00:00,2020,Q3,7,7月,週六,週末,2020W29,週六,202007
2020-07-19 12:00:00,2020,Q3,7,7月,週日,週末,2020W29,週日,202007
2020-07-20 12:00:00,2020,Q3,7,7月,週一,平日,2020W30,非參考日,202007
2020-07-21 12:00:00,2020,Q3,7,7月,週二,平日,2020W30,週2-4,202007
2020-07-22 12:00:00,2020,Q3,7,7月,週三,平日,2020W30,週2-4,202007
2020-07-23 12:00:00,2020,Q3,7,7月,週四,平日,2020W30,週2-4,202007
2020-07-24 12:00:00,2020,Q3,7,7月,週五,平日,2020W30,非參考日,202007
2020-07-25 12:00:00,2020,Q3,7,7月,週六,週末,2020W30,週六,202007
2020-07-26 12:00:00,2020,Q3,7,7月,週日,週末,2020W30,週日,202007
2020-07-27 12:00:00,2020,Q3,7,7月,週一,平日,2020W31,非參考日,202007
2020-07-28 12:00:00,2020,Q3,7,7月,週二,平日,2020W31,週2-4,202007
2020-07-29 12:00:00,2020,Q3,7,7月,週三,平日,2020W31,週2-4,202007
2020-07-30 12:00:00,2020,Q3,7,7月,週四,平日,2020W31,週2-4,202007
2020-07-31 12:00:00,2020,Q3,7,7月,週五,平日,2020W31,非參考日,202007
2020-08-01 12:00:00,2020,Q3,8,8月,週六,週末,2020W31,週六,202008
2020-08-02 12:00:00,2020,Q3,8,8月,週日,週末,2020W31,週日,202008
2020-08-03 12:00:00,2020,Q3,8,8月,週一,平日,2020W32,非參考日,202008
2020-08-04 12:00:00,2020,Q3,8,8月,週二,平日,2020W32,週2-4,202008
2020-08-05 12:00:00,2020,Q3,8,8月,週三,平日,2020W32,週2-4,202008
2020-08-06 12:00:00,2020,Q3,8,8月,週四,平日,2020W32,週2-4,202008
2020-08-07 12:00:00,2020,Q3,8,8月,週五,平日,2020W32,非參考日,202008
2020-08-08 12:00:00,2020,Q3,8,8月,週六,週末,2020W32,週六,202008
2020-08-09 12:00:00,2020,Q3,8,8月,週日,週末,2020W32,週日,202008
2020-08-10 12:00:00,2020,Q3,8,8月,週一,平日,2020W33,非參考日,202008
2020-08-11 12:00:00,2020,Q3,8,8月,週二,平日,2020W33,週2-4,202008
2020-08-12 12:00:00,2020,Q3,8,8月,週三,平日,2020W33,週2-4,202008
2020-08-13 12:00:00,2020,Q3,8,8月,週四,平日,2020W33,週2-4,202008
2020-08-14 12:00:00,2020,Q3,8,8月,週五,平日,2020W33,非參考日,202008
2020-08-15 12:00:00,2020,Q3,8,8月,週六,週末,2020W33,週六,202008
2020-08-16 12:00:00,2020,Q3,8,8月,週日,週末,2020W33,週日,202008
2020-08-17 12:00:00,2020,Q3,8,8月,週一,平日,2020W34,非參考日,202008
2020-08-18 12:00:00,2020,Q3,8,8月,週二,平日,2020W34,週2-4,202008
2020-08-19 12:00:00,2020,Q3,8,8月,週三,平日,2020W34,週2-4,202008
2020-08-20 12:00:00,2020,Q3,8,8月,週四,平日,2020W34,週2-4,202008
2020-08-21 12:00:00,2020,Q3,8,8月,週五,平日,2020W34,非參考日,202008
2020-08-22 12:00:00,2020,Q3,8,8月,週六,週末,2020W34,週六,202008
2020-08-23 12:00:00,2020,Q3,8,8月,週日,週末,2020W34,週日,202008
2020-08-24 12:00:00,2020,Q3,8,8月,週一,平日,2020W35,非參考日,202008
2020-08-25 12:00:00,2020,Q3,8,8月,週二,平日,2020W35,週2-4,202008
2020-08-26 12:00:00,2020,Q3,8,8月,週三,平日,2020W35,週2-4,202008
2020-08-27 12:00:00,2020,Q3,8,8月,週四,平日,2020W35,週2-4,202008
2020-08-28 12:00:00,2020,Q3,8,8月,週五,平日,2020W35,非參考日,202008
2020-08-29 12:00:00,2020,Q3,8,8月,週六,週末,2020W35,週六,202008
2020-08-30 12:00:00,2020,Q3,8,8月,週日,週末,2020W35,週日,202008
2020-08-31 12:00:00,2020,Q3,8,8月,週一,平日,2020W36,非參考日,202008
2020-09-01 12:00:00,2020,Q3,9,9月,週二,平日,2020W36,週2-4,202009
2020-09-02 12:00:00,2020,Q3,9,9月,週三,平日,2020W36,週2-4,202009
2020-09-03 12:00:00,2020,Q3,9,9月,週四,平日,2020W36,週2-4,202009
2020-09-04 12:00:00,2020,Q3,9,9月,週五,平日,2020W36,非參考日,202009
2020-09-05 12:00:00,2020,Q3,9,9月,週六,週末,2020W36,週六,202009
2020-09-06 12:00:00,2020,Q3,9,9月,週日,週末,2020W36,週日,202009
2020-09-07 12:00:00,2020,Q3,9,9月,週一,平日,2020W37,非參考日,202009
2020-09-08 12:00:00,2020,Q3,9,9月,週二,平日,2020W37,週2-4,202009
2020-09-09 12:00:00,2020,Q3,9,9月,週三,平日,2020W37,週2-4,202009
2020-09-10 12:00:00,2020,Q3,9,9月,週四,平日,2020W37,週2-4,202009
2020-09-11 12:00:00,2020,Q3,9,9月,週五,平日,2020W37,非參考日,202009
2020-09-12 12:00:00,2020,Q3,9,9月,週六,週末,2020W37,週六,202009
2020-09-13 12:00:00,2020,Q3,9,9月,週日,週末,2020W37,週日,202009
2020-09-14 12:00:00,2020,Q3,9,9月,週一,平日,2020W38,非參考日,202009
2020-09-15 12:00:00,2020,Q3,9,9月,週二,平日,2020W38,週2-4,202009
2020-09-16 12:00:00,2020,Q3,9,9月,週三,平日,2020W38,週2-4,202009
2020-09-17 12:00:00,2020,Q3,9,9月,週四,平日,2020W38,週2-4,202009
2020-09-18 12:00:00,2020,Q3,9,9月,週五,平日,2020W38,非參考日,202009
2020-09-19 12:00:00,2020,Q3,9,9月,週六,週末,2020W38,週六,202009
2020-09-20 12:00:00,2020,Q3,9,9月,週日,週末,2020W38,週日,202009
2020-09-21 12:00:00,2020,Q3,9,9月,週一,平日,2020W39,非參考日,202009
2020-09-22 12:00:00,2020,Q3,9,9月,週二,平日,2020W39,週2-4,202009
2020-09-23 12:00:00,2020,Q3,9,9月,週三,平日,2020W39,週2-4,202009
2020-09-24 12:00:00,2020,Q3,9,9月,週四,平日,2020W39,週2-4,202009
2020-09-25 12:00:00,2020,Q3,9,9月,週五,平日,2020W39,非參考日,202009
2020-09-26 12:00:00,2020,Q3,9,9月,週六,週末,2020W39,週六,202009
2020-09-27 12:00:00,2020,Q3,9,9月,週日,週末,2020W39,週日,202009
2020-09-28 12:00:00,2020,Q3,9,9月,週一,平日,2020W40,非參考日,202009
2020-09-29 12:00:00,2020,Q3,9,9月,週二,平日,2020W40,週2-4,202009
2020-09-30 12:00:00,2020,Q3,9,9月,週三,平日,2020W40,週2-4,202009
2020-10-01 12:00:00,2020,Q4,10,10月,週四,平日,2020W40,週2-4,202010
2020-10-02 12:00:00,2020,Q4,10,10月,週五,平日,2020W40,非參考日,202010
2020-10-03 12:00:00,2020,Q4,10,10月,週六,週末,2020W40,週六,202010
2020-10-04 12:00:00,2020,Q4,10,10月,週日,週末,2020W40,週日,202010
2020-10-05 12:00:00,2020,Q4,10,10月,週一,平日,2020W41,非參考日,202010
2020-10-06 12:00:00,2020,Q4,10,10月,週二,平日,2020W41,週2-4,202010
2020-10-07 12:00:00,2020,Q4,10,10月,週三,平日,2020W41,週2-4,202010
2020-10-08 12:00:00,2020,Q4,10,10月,週四,平日,2020W41,週2-4,202010
2020-10-09 12:00:00,2020,Q4,10,10月,週五,平日,2020W41,非參考日,202010
2020-10-10 12:00:00,2020,Q4,10,10月,週六,週末,2020W41,週六,202010
2020-10-11 12:00:00,2020,Q4,10,10月,週日,週末,2020W41,週日,202010
2020-10-12 12:00:00,2020,Q4,10,10月,週一,平日,2020W42,非參考日,202010
2020-10-13 12:00:00,2020,Q4,10,10月,週二,平日,2020W42,週2-4,202010
2020-10-14 12:00:00,2020,Q4,10,10月,週三,平日,2020W42,週2-4,202010
2020-10-15 12:00:00,2020,Q4,10,10月,週四,平日,2020W42,週2-4,202010
2020-10-16 12:00:00,2020,Q4,10,10月,週五,平日,2020W42,非參考日,202010
2020-10-17 12:00:00,2020,Q4,10,10月,週六,週末,2020W42,週六,202010
2020-10-18 12:00:00,2020,Q4,10,10月,週日,週末,2020W42,週日,202010
2020-10-19 12:00:00,2020,Q4,10,10月,週一,平日,2020W43,非參考日,202010
2020-10-20 12:00:00,2020,Q4,10,10月,週二,平日,2020W43,週2-4,202010
2020-10-21 12:00:00,2020,Q4,10,10月,週三,平日,2020W43,週2-4,202010
2020-10-22 12:00:00,2020,Q4,10,10月,週四,平日,2020W43,週2-4,202010
2020-10-23 12:00:00,2020,Q4,10,10月,週五,平日,2020W43,非參考日,202010
2020-10-24 12:00:00,2020,Q4,10,10月,週六,週末,2020W43,週六,202010
2020-10-25 12:00:00,2020,Q4,10,10月,週日,週末,2020W43,週日,202010
2020-10-26 12:00:00,2020,Q4,10,10月,週一,平日,2020W44,非參考日,202010
2020-10-27 12:00:00,2020,Q4,10,10月,週二,平日,2020W44,週2-4,202010
2020-10-28 12:00:00,2020,Q4,10,10月,週三,平日,2020W44,週2-4,202010
2020-10-29 12:00:00,2020,Q4,10,10月,週四,平日,2020W44,週2-4,202010
2020-10-30 12:00:00,2020,Q4,10,10月,週五,平日,2020W44,非參考日,202010
2020-10-31 12:00:00,2020,Q4,10,10月,週六,週末,2020W44,週六,202010
2020-11-01 12:00:00,2020,Q4,11,11月,週日,週末,2020W44,週日,202011
2020-11-02 12:00:00,2020,Q4,11,11月,週一,平日,2020W45,非參考日,202011
2020-11-03 12:00:00,2020,Q4,11,11月,週二,平日,2020W45,週2-4,202011
2020-11-04 12:00:00,2020,Q4,11,11月,週三,平日,2020W45,週2-4,202011
2020-11-05 12:00:00,2020,Q4,11,11月,週四,平日,2020W45,週2-4,202011
2020-11-06 12:00:00,2020,Q4,11,11月,週五,平日,2020W45,非參考日,202011
2020-11-07 12:00:00,2020,Q4,11,11月,週六,週末,2020W45,週六,202011
2020-11-08 12:00:00,2020,Q4,11,11月,週日,週末,2020W45,週日,202011
2020-11-09 12:00:00,2020,Q4,11,11月,週一,平日,2020W46,非參考日,202011
2020-11-10 12:00:00,2020,Q4,11,11月,週二,平日,2020W46,週2-4,202011
2020-11-11 12:00:00,2020,Q4,11,11月,週三,平日,2020W46,週2-4,202011
2020-11-12 12:00:00,2020,Q4,11,11月,週四,平日,2020W46,週2-4,202011
2020-11-13 12:00:00,2020,Q4,11,11月,週五,平日,2020W46,非參考日,202011
2020-11-14 12:00:00,2020,Q4,11,11月,週六,週末,2020W46,週六,202011
2020-11-15 12:00:00,2020,Q4,11,11月,週日,週末,2020W46,週日,202011
2020-11-16 12:00:00,2020,Q4,11,11月,週一,平日,2020W47,非參考日,202011
2020-11-17 12:00:00,2020,Q4,11,11月,週二,平日,2020W47,週2-4,202011
2020-11-18 12:00:00,2020,Q4,11,11月,週三,平日,2020W47,週2-4,202011
2020-11-19 12:00:00,2020,Q4,11,11月,週四,平日,2020W47,週2-4,202011
2020-11-20 12:00:00,2020,Q4,11,11月,週五,平日,2020W47,非參考日,202011
2020-11-21 12:00:00,2020,Q4,11,11月,週六,週末,2020W47,週六,202011
2020-11-22 12:00:00,2020,Q4,11,11月,週日,週末,2020W47,週日,202011
2020-11-23 12:00:00,2020,Q4,11,11月,週一,平日,2020W48,非參考日,202011
2020-11-24 12:00:00,2020,Q4,11,11月,週二,平日,2020W48,週2-4,202011
2020-11-25 12:00:00,2020,Q4,11,11月,週三,平日,2020W48,週2-4,202011
2020-11-26 12:00:00,2020,Q4,11,11月,週四,平日,2020W48,週2-4,202011
2020-11-27 12:00:00,2020,Q4,11,11月,週五,平日,2020W48,非參考日,202011
2020-11-28 12:00:00,2020,Q4,11,11月,週六,週末,2020W48,週六,202011
2020-11-29 12:00:00,2020,Q4,11,11月,週日,週末,2020W48,週日,202011
2020-11-30 12:00:00,2020,Q4,11,11月,週一,平日,2020W49,非參考日,202011
2020-12-01 12:00:00,2020,Q4,12,12月,週二,平日,2020W49,週2-4,202012
2020-12-02 12:00:00,2020,Q4,12,12月,週三,平日,2020W49,週2-4,202012
2020-12-03 12:00:00,2020,Q4,12,12月,週四,平日,2020W49,週2-4,202012
2020-12-04 12:00:00,2020,Q4,12,12月,週五,平日,2020W49,非參考日,202012
2020-12-05 12:00:00,2020,Q4,12,12月,週六,週末,2020W49,週六,202012
2020-12-06 12:00:00,2020,Q4,12,12月,週日,週末,2020W49,週日,202012
2020-12-07 12:00:00,2020,Q4,12,12月,週一,平日,2020W50,非參考日,202012
2020-12-08 12:00:00,2020,Q4,12,12月,週二,平日,2020W50,週2-4,202012
2020-12-09 12:00:00,2020,Q4,12,12月,週三,平日,2020W50,週2-4,202012
2020-12-10 12:00:00,2020,Q4,12,12月,週四,平日,2020W50,週2-4,202012
2020-12-11 12:00:00,2020,Q4,12,12月,週五,平日,2020W50,非參考日,202012
2020-12-12 12:00:00,2020,Q4,12,12月,週六,週末,2020W50,週六,202012
2020-12-13 12:00:00,2020,Q4,12,12月,週日,週末,2020W50,週日,202012
2020-12-14 12:00:00,2020,Q4,12,12月,週一,平日,2020W51,非參考日,202012
2020-12-15 12:00:00,2020,Q4,12,12月,週二,平日,2020W51,週2-4,202012
2020-12-16 12:00:00,2020,Q4,12,12月,週三,平日,2020W51,週2-4,202012
2020-12-17 12:00:00,2020,Q4,12,12月,週四,平日,2020W51,週2-4,202012
2020-12-18 12:00:00,2020,Q4,12,12月,週五,平日,2020W51,非參考日,202012
2020-12-19 12:00:00,2020,Q4,12,12月,週六,週末,2020W51,週六,202012
2020-12-20 12:00:00,2020,Q4,12,12月,週日,週末,2020W51,週日,202012
2020-12-21 12:00:00,2020,Q4,12,12月,週一,平日,2020W52,非參考日,202012
2020-12-22 12:00:00,2020,Q4,12,12月,週二,平日,2020W52,週2-4,202012
2020-12-23 12:00:00,2020,Q4,12,12月,週三,平日,2020W52,週2-4,202012
2020-12-24 12:00:00,2020,Q4,12,12月,週四,平日,2020W52,週2-4,202012
2020-12-25 12:00:00,2020,Q4,12,12月,週五,平日,2020W52,非參考日,202012
2020-12-26 12:00:00,2020,Q4,12,12月,週六,週末,2020W52,週六,202012
2020-12-27 12:00:00,2020,Q4,12,12月,週日,週末,2020W52,週日,202012
2020-12-28 12:00:00,2020,Q4,12,12月,週一,平日,2020W53,非參考日,202012
2020-12-29 12:00:00,2020,Q4,12,12月,週二,平日,2020W53,週2-4,202012
2020-12-30 12:00:00,2020,Q4,12,12月,週三,平日,2020W53,週2-4,202012
2020-12-31 12:00:00,2020,Q4,12,12月,週四,平日,2020W53,週2-4,202012
2021-01-01 12:00:00,2021,Q1,1,1月,週五,平日,2021W1,非參考日,202101
2021-01-02 12:00:00,2021,Q1,1,1月,週六,週末,2021W1,週六,202101
2021-01-03 12:00:00,2021,Q1,1,1月,週日,週末,2021W1,週日,202101
2021-01-04 12:00:00,2021,Q1,1,1月,週一,平日,2021W2,非參考日,202101
2021-01-05 12:00:00,2021,Q1,1,1月,週二,平日,2021W2,週2-4,202101
2021-01-06 12:00:00,2021,Q1,1,1月,週三,平日,2021W2,週2-4,202101
2021-01-07 12:00:00,2021,Q1,1,1月,週四,平日,2021W2,週2-4,202101
2021-01-08 12:00:00,2021,Q1,1,1月,週五,平日,2021W2,非參考日,202101
2021-01-09 12:00:00,2021,Q1,1,1月,週六,週末,2021W2,週六,202101
2021-01-10 12:00:00,2021,Q1,1,1月,週日,週末,2021W2,週日,202101
2021-01-11 12:00:00,2021,Q1,1,1月,週一,平日,2021W3,非參考日,202101
2021-01-12 12:00:00,2021,Q1,1,1月,週二,平日,2021W3,週2-4,202101
2021-01-13 12:00:00,2021,Q1,1,1月,週三,平日,2021W3,週2-4,202101
2021-01-14 12:00:00,2021,Q1,1,1月,週四,平日,2021W3,週2-4,202101
2021-01-15 12:00:00,2021,Q1,1,1月,週五,平日,2021W3,非參考日,202101
2021-01-16 12:00:00,2021,Q1,1,1月,週六,週末,2021W3,週六,202101
2021-01-17 12:00:00,2021,Q1,1,1月,週日,週末,2021W3,週日,202101
2021-01-18 12:00:00,2021,Q1,1,1月,週一,平日,2021W4,非參考日,202101
2021-01-19 12:00:00,2021,Q1,1,1月,週二,平日,2021W4,週2-4,202101
2021-01-20 12:00:00,2021,Q1,1,1月,週三,平日,2021W4,週2-4,202101
2021-01-21 12:00:00,2021,Q1,1,1月,週四,平日,2021W4,週2-4,202101
2021-01-22 12:00:00,2021,Q1,1,1月,週五,平日,2021W4,非參考日,202101
2021-01-23 12:00:00,2021,Q1,1,1月,週六,週末,2021W4,週六,202101
2021-01-24 12:00:00,2021,Q1,1,1月,週日,週末,2021W4,週日,202101
2021-01-25 12:00:00,2021,Q1,1,1月,週一,平日,2021W5,非參考日,202101
2021-01-26 12:00:00,2021,Q1,1,1月,週二,平日,2021W5,週2-4,202101
2021-01-27 12:00:00,2021,Q1,1,1月,週三,平日,2021W5,週2-4,202101
2021-01-28 12:00:00,2021,Q1,1,1月,週四,平日,2021W5,週2-4,202101
2021-01-29 12:00:00,2021,Q1,1,1月,週五,平日,2021W5,非參考日,202101
2021-01-30 12:00:00,2021,Q1,1,1月,週六,週末,2021W5,週六,202101
2021-01-31 12:00:00,2021,Q1,1,1月,週日,週末,2021W5,週日,202101
2021-02-01 12:00:00,2021,Q1,2,2月,週一,平日,2021W6,非參考日,202102
2021-02-02 12:00:00,2021,Q1,2,2月,週二,平日,2021W6,週2-4,202102
2021-02-03 12:00:00,2021,Q1,2,2月,週三,平日,2021W6,週2-4,202102
2021-02-04 12:00:00,2021,Q1,2,2月,週四,平日,2021W6,週2-4,202102
2021-02-05 12:00:00,2021,Q1,2,2月,週五,平日,2021W6,非參考日,202102
2021-02-06 12:00:00,2021,Q1,2,2月,週六,週末,2021W6,週六,202102
2021-02-07 12:00:00,2021,Q1,2,2月,週日,週末,2021W6,週日,202102
2021-02-08 12:00:00,2021,Q1,2,2月,週一,平日,2021W7,非參考日,202102
2021-02-09 12:00:00,2021,Q1,2,2月,週二,平日,2021W7,週2-4,202102
2021-02-10 12:00:00,2021,Q1,2,2月,週三,平日,2021W7,週2-4,202102
2021-02-11 12:00:00,2021,Q1,2,2月,週四,平日,2021W7,週2-4,202102
2021-02-12 12:00:00,2021,Q1,2,2月,週五,平日,2021W7,非參考日,202102
2021-02-13 12:00:00,2021,Q1,2,2月,週六,週末,2021W7,週六,202102
2021-02-14 12:00:00,2021,Q1,2,2月,週日,週末,2021W7,週日,202102
2021-02-15 12:00:00,2021,Q1,2,2月,週一,平日,2021W8,非參考日,202102
2021-02-16 12:00:00,2021,Q1,2,2月,週二,平日,2021W8,週2-4,202102
2021-02-17 12:00:00,2021,Q1,2,2月,週三,平日,2021W8,週2-4,202102
2021-02-18 12:00:00,2021,Q1,2,2月,週四,平日,2021W8,週2-4,202102
2021-02-19 12:00:00,2021,Q1,2,2月,週五,平日,2021W8,非參考日,202102
