"資料期別","縣市","鄉鎮市區","住宅買賣移轉筆數"
"098Q1","全國","",44005
"098Q1","新北市","",12546
"098Q1","新北市","板橋區",2036
"098Q1","新北市","三重區",1135
"098Q1","新北市","中和區",1085
"098Q1","新北市","永和區",487
"098Q1","新北市","新莊區",1054
"098Q1","新北市","新店區",757
"098Q1","新北市","樹林區",1282
"098Q1","新北市","鶯歌區",143
"098Q1","新北市","三峽區",351
"098Q1","新北市","淡水區",885
"098Q1","新北市","汐止區",622
"098Q1","新北市","瑞芳區",21
"098Q1","新北市","土城區",593
"098Q1","新北市","蘆洲區",483
"098Q1","新北市","五股區",187
"098Q1","新北市","泰山區",214
"098Q1","新北市","林口區",919
"098Q1","新北市","深坑區",58
"098Q1","新北市","石碇區",3
"098Q1","新北市","坪林區",0
"098Q1","新北市","三芝區",66
"098Q1","新北市","石門區",6
"098Q1","新北市","八里區",91
"098Q1","新北市","平溪區",0
"098Q1","新北市","雙溪區",2
"098Q1","新北市","貢寮區",3
"098Q1","新北市","金山區",20
"098Q1","新北市","萬里區",43
"098Q1","新北市","烏來區",0
"098Q1","台北市","",7114
"098Q1","台北市","松山區",403
"098Q1","台北市","信義區",413
"098Q1","台北市","大安區",881
"098Q1","台北市","中山區",1123
"098Q1","台北市","中正區",308
"098Q1","台北市","大同區",261
"098Q1","台北市","萬華區",229
"098Q1","台北市","文山區",655
"098Q1","台北市","南港區",396
"098Q1","台北市","內湖區",1059
"098Q1","台北市","士林區",852
"098Q1","台北市","北投區",534
"098Q1","桃園市","",4495
"098Q1","桃園市","桃園區",1239
"098Q1","桃園市","中壢區",904
"098Q1","桃園市","平鎮區",367
"098Q1","桃園市","八德區",472
"098Q1","桃園市","楊梅區",356
"098Q1","桃園市","大溪區",114
"098Q1","桃園市","蘆竹區",368
"098Q1","桃園市","大園區",124
"098Q1","桃園市","龜山區",290
"098Q1","桃園市","龍潭區",144
"098Q1","桃園市","新屋區",42
"098Q1","桃園市","觀音區",75
"098Q1","桃園市","復興區",0
"098Q1","台中市","",3538
"098Q1","台中市","中區",34
"098Q1","台中市","東區",76
"098Q1","台中市","南區",167
"098Q1","台中市","西區",227
"098Q1","台中市","北區",630
"098Q1","台中市","西屯區",1367
"098Q1","台中市","南屯區",450
"098Q1","台中市","北屯區",587
"098Q1","台南市","",1201
"098Q1","台南市","東區",426
"098Q1","台南市","南區",142
"098Q1","台南市","北區",190
"098Q1","台南市","安南區",190
"098Q1","台南市","安平區",132
"098Q1","台南市","中西區",121
"098Q1","高雄市","",2920
"098Q1","高雄市","鹽埕區",16
"098Q1","高雄市","鼓山區",565
"098Q1","高雄市","左營區",630
"098Q1","高雄市","楠梓區",328
"098Q1","高雄市","三民區",478
"098Q1","高雄市","新興區",52
"098Q1","高雄市","前金區",80
"098Q1","高雄市","苓雅區",251
"098Q1","高雄市","前鎮區",294
"098Q1","高雄市","旗津區",11
"098Q1","高雄市","小港區",215
"098Q1","宜蘭縣","",793
"098Q1","宜蘭縣","宜蘭市",195
"098Q1","宜蘭縣","羅東鎮",198
"098Q1","宜蘭縣","蘇澳鎮",33
"098Q1","宜蘭縣","頭城鎮",28
"098Q1","宜蘭縣","礁溪鄉",91
"098Q1","宜蘭縣","壯圍鄉",33
"098Q1","宜蘭縣","員山鄉",63
"098Q1","宜蘭縣","冬山鄉",80
"098Q1","宜蘭縣","五結鄉",55
"098Q1","宜蘭縣","三星鄉",17
"098Q1","宜蘭縣","大同鄉",0
"098Q1","宜蘭縣","南澳鄉",0
"098Q1","新竹縣","",1098
"098Q1","新竹縣","竹北市",591
"098Q1","新竹縣","關西鎮",18
"098Q1","新竹縣","新埔鎮",43
"098Q1","新竹縣","竹東鎮",239
"098Q1","新竹縣","湖口鄉",94
"098Q1","新竹縣","橫山鄉",1
"098Q1","新竹縣","新豐鄉",74
"098Q1","新竹縣","芎林鄉",21
"098Q1","新竹縣","寶山鄉",13
"098Q1","新竹縣","北埔鄉",3
"098Q1","新竹縣","峨眉鄉",0
"098Q1","新竹縣","尖石鄉",1
"098Q1","新竹縣","五峰鄉",0
"098Q1","苗栗縣","",511
"098Q1","苗栗縣","苗栗市",140
"098Q1","苗栗縣","苑裡鎮",25
"098Q1","苗栗縣","通霄鎮",14
"098Q1","苗栗縣","竹南鎮",84
"098Q1","苗栗縣","頭份鎮",162
"098Q1","苗栗縣","後龍鎮",9
"098Q1","苗栗縣","卓蘭鎮",4
"098Q1","苗栗縣","大湖鄉",11
"098Q1","苗栗縣","公館鄉",20
"098Q1","苗栗縣","銅鑼鄉",5
"098Q1","苗栗縣","南庄鄉",4
"098Q1","苗栗縣","頭屋鄉",7
"098Q1","苗栗縣","三義鄉",15
"098Q1","苗栗縣","西湖鄉",4
"098Q1","苗栗縣","造橋鄉",6
"098Q1","苗栗縣","三灣鄉",1
"098Q1","苗栗縣","獅潭鄉",0
"098Q1","苗栗縣","泰安鄉",0
"098Q1","彰化縣","",881
"098Q1","彰化縣","彰化市",232
"098Q1","彰化縣","鹿港鎮",66
"098Q1","彰化縣","和美鎮",77
"098Q1","彰化縣","北斗鎮",25
"098Q1","彰化縣","員林鎮",134
"098Q1","彰化縣","溪湖鎮",52
"098Q1","彰化縣","田中鎮",30
"098Q1","彰化縣","二林鎮",22
"098Q1","彰化縣","線西鄉",4
"098Q1","彰化縣","伸港鄉",13
"098Q1","彰化縣","福興鄉",14
"098Q1","彰化縣","秀水鄉",20
"098Q1","彰化縣","花壇鄉",29
"098Q1","彰化縣","芬園鄉",8
"098Q1","彰化縣","大村鄉",23
"098Q1","彰化縣","埔鹽鄉",14
"098Q1","彰化縣","埔心鄉",16
"098Q1","彰化縣","永靖鄉",8
"098Q1","彰化縣","社頭鄉",22
"098Q1","彰化縣","二水鄉",4
"098Q1","彰化縣","田尾鄉",8
"098Q1","彰化縣","埤頭鄉",15
"098Q1","彰化縣","芳苑鄉",16
"098Q1","彰化縣","大城鄉",5
"098Q1","彰化縣","竹塘鄉",8
"098Q1","彰化縣","溪州鄉",16
"098Q1","南投縣","",401
"098Q1","南投縣","南投市",132
"098Q1","南投縣","埔里鎮",79
"098Q1","南投縣","草屯鎮",110
"098Q1","南投縣","竹山鎮",37
"098Q1","南投縣","集集鎮",3
"098Q1","南投縣","名間鄉",14
"098Q1","南投縣","鹿谷鄉",1
"098Q1","南投縣","中寮鄉",2
"098Q1","南投縣","魚池鄉",4
"098Q1","南投縣","國姓鄉",3
"098Q1","南投縣","水里鄉",10
"098Q1","南投縣","信義鄉",1
"098Q1","南投縣","仁愛鄉",5
"098Q1","雲林縣","",548
"098Q1","雲林縣","斗六市",222
"098Q1","雲林縣","斗南鎮",55
"098Q1","雲林縣","虎尾鎮",86
"098Q1","雲林縣","西螺鎮",32
"098Q1","雲林縣","土庫鎮",14
"098Q1","雲林縣","北港鎮",24
"098Q1","雲林縣","古坑鄉",20
"098Q1","雲林縣","大埤鄉",12
"098Q1","雲林縣","莿桐鄉",6
"098Q1","雲林縣","林內鄉",6
"098Q1","雲林縣","二崙鄉",5
"098Q1","雲林縣","崙背鄉",8
"098Q1","雲林縣","麥寮鄉",13
"098Q1","雲林縣","東勢鄉",4
"098Q1","雲林縣","褒忠鄉",1
"098Q1","雲林縣","台西鄉",4
"098Q1","雲林縣","元長鄉",8
"098Q1","雲林縣","四湖鄉",9
"098Q1","雲林縣","口湖鄉",7
"098Q1","雲林縣","水林鄉",12
"098Q1","嘉義縣","",342
"098Q1","嘉義縣","太保市",34
"098Q1","嘉義縣","朴子市",60
"098Q1","嘉義縣","布袋鎮",7
"098Q1","嘉義縣","大林鎮",28
"098Q1","嘉義縣","民雄鄉",63
"098Q1","嘉義縣","溪口鄉",5
"098Q1","嘉義縣","新港鄉",6
"098Q1","嘉義縣","六腳鄉",5
"098Q1","嘉義縣","東石鄉",3
"098Q1","嘉義縣","義竹鄉",1
"098Q1","嘉義縣","鹿草鄉",4
"098Q1","嘉義縣","水上鄉",47
"098Q1","嘉義縣","中埔鄉",35
"098Q1","嘉義縣","竹崎鄉",25
"098Q1","嘉義縣","梅山鄉",10
"098Q1","嘉義縣","番路鄉",9
"098Q1","嘉義縣","大埔鄉",0
"098Q1","嘉義縣","阿里山鄉",0
"098Q1","屏東縣","",691
"098Q1","屏東縣","屏東市",303
"098Q1","屏東縣","潮州鎮",56
"098Q1","屏東縣","東港鎮",39
"098Q1","屏東縣","恆春鎮",46
"098Q1","屏東縣","萬丹鄉",22
"098Q1","屏東縣","長治鄉",22
"098Q1","屏東縣","麟洛鄉",7
"098Q1","屏東縣","九如鄉",21
"098Q1","屏東縣","里港鄉",8
"098Q1","屏東縣","鹽埔鄉",11
"098Q1","屏東縣","高樹鄉",10
"098Q1","屏東縣","萬巒鄉",10
"098Q1","屏東縣","內埔鄉",52
"098Q1","屏東縣","竹田鄉",7
"098Q1","屏東縣","新埤鄉",4
"098Q1","屏東縣","枋寮鄉",23
"098Q1","屏東縣","新園鄉",13
"098Q1","屏東縣","崁頂鄉",9
"098Q1","屏東縣","林邊鄉",7
"098Q1","屏東縣","南州鄉",2
"098Q1","屏東縣","佳冬鄉",6
"098Q1","屏東縣","琉球鄉",0
"098Q1","屏東縣","車城鄉",6
"098Q1","屏東縣","滿州鄉",2
"098Q1","屏東縣","枋山鄉",4
"098Q1","屏東縣","三地門鄉",0
"098Q1","屏東縣","霧台鄉",0
"098Q1","屏東縣","瑪家鄉",0
"098Q1","屏東縣","泰武鄉",0
"098Q1","屏東縣","來義鄉",1
"098Q1","屏東縣","春日鄉",0
"098Q1","屏東縣","獅子鄉",0
"098Q1","屏東縣","牡丹鄉",0
"098Q1","台東縣","",202
"098Q1","台東縣","台東市",164
"098Q1","台東縣","成功鎮",8
"098Q1","台東縣","關山鎮",4
"098Q1","台東縣","卑南鄉",9
"098Q1","台東縣","大武鄉",1
"098Q1","台東縣","太麻里鄉",3
"098Q1","台東縣","東河鄉",0
"098Q1","台東縣","長濱鄉",3
"098Q1","台東縣","鹿野鄉",0
"098Q1","台東縣","池上鄉",9
"098Q1","台東縣","綠島鄉",0
"098Q1","台東縣","延平鄉",0
"098Q1","台東縣","海端鄉",0
"098Q1","台東縣","達仁鄉",1
"098Q1","台東縣","金峰鄉",0
"098Q1","台東縣","蘭嶼鄉",0
"098Q1","花蓮縣","",726
"098Q1","花蓮縣","花蓮市",394
"098Q1","花蓮縣","鳳林鎮",6
"098Q1","花蓮縣","玉里鎮",14
"098Q1","花蓮縣","新城鄉",48
"098Q1","花蓮縣","吉安鄉",217
"098Q1","花蓮縣","壽豐鄉",20
"098Q1","花蓮縣","光復鄉",12
"098Q1","花蓮縣","豐濱鄉",1
"098Q1","花蓮縣","瑞穗鄉",7
"098Q1","花蓮縣","富里鄉",1
"098Q1","花蓮縣","秀林鄉",4
"098Q1","花蓮縣","萬榮鄉",2
"098Q1","花蓮縣","卓溪鄉",0
"098Q1","澎湖縣","",87
"098Q1","澎湖縣","馬公市",79
"098Q1","澎湖縣","湖西鄉",5
"098Q1","澎湖縣","白沙鄉",1
"098Q1","澎湖縣","西嶼鄉",2
"098Q1","澎湖縣","望安鄉",0
"098Q1","澎湖縣","七美鄉",0
"098Q1","基隆市","",939
"098Q1","基隆市","中正區",163
"098Q1","基隆市","七堵區",149
"098Q1","基隆市","暖暖區",96
"098Q1","基隆市","仁愛區",91
"098Q1","基隆市","中山區",67
"098Q1","基隆市","安樂區",261
"098Q1","基隆市","信義區",112
"098Q1","新竹市","",678
"098Q1","新竹市","新竹市",678
"098Q1","嘉義市","",463
"098Q1","嘉義市","嘉義市",463
"098Q1","金門縣","",15
"098Q1","金門縣","金城鎮",5
"098Q1","金門縣","金湖鎮",5
"098Q1","金門縣","金沙鎮",3
"098Q1","金門縣","金寧鄉",1
"098Q1","金門縣","烈嶼鄉",1
"098Q1","金門縣","烏坵鄉",0
"098Q1","連江縣","",0
"098Q1","連江縣","南竿鄉",0
"098Q1","連江縣","北竿鄉",0
"098Q1","連江縣","莒光鄉",0
"098Q1","連江縣","東引鄉",0
"098Q1","台中縣(99年以前)","",1069
"098Q1","台中縣(99年以前)","豐原市",162
"098Q1","台中縣(99年以前)","東勢鎮",14
"098Q1","台中縣(99年以前)","大甲鎮",41
"098Q1","台中縣(99年以前)","清水鎮",59
"098Q1","台中縣(99年以前)","沙鹿鎮",94
"098Q1","台中縣(99年以前)","梧棲鎮",27
"098Q1","台中縣(99年以前)","神岡鄉",45
"098Q1","台中縣(99年以前)","后里鄉",26
"098Q1","台中縣(99年以前)","大雅鄉",72
"098Q1","台中縣(99年以前)","潭子鄉",114
"098Q1","台中縣(99年以前)","新社鄉",4
"098Q1","台中縣(99年以前)","石岡鄉",3
"098Q1","台中縣(99年以前)","外埔鄉",21
"098Q1","台中縣(99年以前)","大安鄉",2
"098Q1","台中縣(99年以前)","烏日鄉",31
"098Q1","台中縣(99年以前)","大肚鄉",47
"098Q1","台中縣(99年以前)","龍井鄉",112
"098Q1","台中縣(99年以前)","霧峰鄉",26
"098Q1","台中縣(99年以前)","太平市",64
"098Q1","台中縣(99年以前)","大里市",105
"098Q1","台中縣(99年以前)","和平鄉",0
"098Q1","台南縣(99年以前)","",1601
"098Q1","台南縣(99年以前)","新營市",93
"098Q1","台南縣(99年以前)","鹽水鎮",17
"098Q1","台南縣(99年以前)","白河鎮",12
"098Q1","台南縣(99年以前)","柳營鄉",5
"098Q1","台南縣(99年以前)","後壁鄉",9
"098Q1","台南縣(99年以前)","東山鄉",9
"098Q1","台南縣(99年以前)","麻豆鎮",42
"098Q1","台南縣(99年以前)","下營鄉",10
"098Q1","台南縣(99年以前)","六甲鄉",14
"098Q1","台南縣(99年以前)","官田鄉",6
"098Q1","台南縣(99年以前)","大內鄉",4
"098Q1","台南縣(99年以前)","佳里鎮",53
"098Q1","台南縣(99年以前)","西港鄉",18
"098Q1","台南縣(99年以前)","七股鄉",10
"098Q1","台南縣(99年以前)","將軍鄉",8
"098Q1","台南縣(99年以前)","北門鄉",0
"098Q1","台南縣(99年以前)","學甲鎮",20
"098Q1","台南縣(99年以前)","新化鎮",21
"098Q1","台南縣(99年以前)","善化鎮",26
"098Q1","台南縣(99年以前)","新市鄉",17
"098Q1","台南縣(99年以前)","安定鄉",15
"098Q1","台南縣(99年以前)","山上鄉",0
"098Q1","台南縣(99年以前)","玉井鄉",8
"098Q1","台南縣(99年以前)","楠西鄉",1
"098Q1","台南縣(99年以前)","南化鄉",1
"098Q1","台南縣(99年以前)","左鎮鄉",2
"098Q1","台南縣(99年以前)","仁德鄉",150
"098Q1","台南縣(99年以前)","歸仁鄉",111
"098Q1","台南縣(99年以前)","關廟鄉",20
"098Q1","台南縣(99年以前)","龍崎鄉",1
"098Q1","台南縣(99年以前)","永康市",898
"098Q1","高雄縣(99年以前)","",1146
"098Q1","高雄縣(99年以前)","鳳山市",447
"098Q1","高雄縣(99年以前)","鳥松鄉",53
"098Q1","高雄縣(99年以前)","仁武鄉",70
"098Q1","高雄縣(99年以前)","大社鄉",26
"098Q1","高雄縣(99年以前)","大樹鄉",15
"098Q1","高雄縣(99年以前)","大寮鄉",96
"098Q1","高雄縣(99年以前)","林園鄉",52
"098Q1","高雄縣(99年以前)","岡山鎮",130
"098Q1","高雄縣(99年以前)","茄萣鄉",42
"098Q1","高雄縣(99年以前)","永安鄉",4
"098Q1","高雄縣(99年以前)","橋頭鄉",25
"098Q1","高雄縣(99年以前)","梓官鄉",26
"098Q1","高雄縣(99年以前)","田寮鄉",0
"098Q1","高雄縣(99年以前)","阿蓮鄉",7
"098Q1","高雄縣(99年以前)","路竹鄉",34
"098Q1","高雄縣(99年以前)","燕巢鄉",21
"098Q1","高雄縣(99年以前)","彌陀鄉",6
"098Q1","高雄縣(99年以前)","湖內鄉",42
"098Q1","高雄縣(99年以前)","旗山鎮",33
"098Q1","高雄縣(99年以前)","六龜鄉",2
"098Q1","高雄縣(99年以前)","內門鄉",2
"098Q1","高雄縣(99年以前)","美濃鎮",10
"098Q1","高雄縣(99年以前)","杉林鄉",2
"098Q1","高雄縣(99年以前)","甲仙鄉",1
"098Q1","高雄縣(99年以前)","茂林鄉",0
"098Q1","高雄縣(99年以前)","桃源鄉",0
"098Q1","高雄縣(99年以前)","那瑪夏鄉",0
"098Q2","全國","",67329
"098Q2","新北市","",20335
"098Q2","新北市","板橋區",2618
"098Q2","新北市","三重區",2146
"098Q2","新北市","中和區",1903
"098Q2","新北市","永和區",1031
"098Q2","新北市","新莊區",1717
"098Q2","新北市","新店區",1574
"098Q2","新北市","樹林區",1137
"098Q2","新北市","鶯歌區",265
"098Q2","新北市","三峽區",627
"098Q2","新北市","淡水區",1687
"098Q2","新北市","汐止區",1164
"098Q2","新北市","瑞芳區",35
"098Q2","新北市","土城區",1183
"098Q2","新北市","蘆洲區",843
"098Q2","新北市","五股區",436
"098Q2","新北市","泰山區",320
"098Q2","新北市","林口區",1144
"098Q2","新北市","深坑區",91
"098Q2","新北市","石碇區",6
"098Q2","新北市","坪林區",6
"098Q2","新北市","三芝區",144
"098Q2","新北市","石門區",12
"098Q2","新北市","八里區",177
"098Q2","新北市","平溪區",0
"098Q2","新北市","雙溪區",4
"098Q2","新北市","貢寮區",2
"098Q2","新北市","金山區",18
"098Q2","新北市","萬里區",45
"098Q2","新北市","烏來區",0
"098Q2","台北市","",10605
"098Q2","台北市","松山區",1089
"098Q2","台北市","信義區",837
"098Q2","台北市","大安區",1229
"098Q2","台北市","中山區",1250
"098Q2","台北市","中正區",573
"098Q2","台北市","大同區",247
"098Q2","台北市","萬華區",760
"098Q2","台北市","文山區",988
"098Q2","台北市","南港區",515
"098Q2","台北市","內湖區",1275
"098Q2","台北市","士林區",901
"098Q2","台北市","北投區",941
"098Q2","桃園市","",7333
"098Q2","桃園市","桃園區",2068
"098Q2","桃園市","中壢區",1571
"098Q2","桃園市","平鎮區",580
"098Q2","桃園市","八德區",916
"098Q2","桃園市","楊梅區",525
"098Q2","桃園市","大溪區",131
"098Q2","桃園市","蘆竹區",663
"098Q2","桃園市","大園區",132
"098Q2","桃園市","龜山區",459
"098Q2","桃園市","龍潭區",163
"098Q2","桃園市","新屋區",33
"098Q2","桃園市","觀音區",85
"098Q2","桃園市","復興區",7
"098Q2","台中市","",5375
"098Q2","台中市","中區",44
"098Q2","台中市","東區",82
"098Q2","台中市","南區",278
"098Q2","台中市","西區",335
"098Q2","台中市","北區",777
"098Q2","台中市","西屯區",1859
"098Q2","台中市","南屯區",1050
"098Q2","台中市","北屯區",950
"098Q2","台南市","",1853
"098Q2","台南市","東區",708
"098Q2","台南市","南區",227
"098Q2","台南市","北區",288
"098Q2","台南市","安南區",295
"098Q2","台南市","安平區",196
"098Q2","台南市","中西區",139
"098Q2","高雄市","",4852
"098Q2","高雄市","鹽埕區",54
"098Q2","高雄市","鼓山區",1179
"098Q2","高雄市","左營區",1003
"098Q2","高雄市","楠梓區",425
"098Q2","高雄市","三民區",728
"098Q2","高雄市","新興區",73
"098Q2","高雄市","前金區",137
"098Q2","高雄市","苓雅區",300
"098Q2","高雄市","前鎮區",528
"098Q2","高雄市","旗津區",12
"098Q2","高雄市","小港區",413
"098Q2","宜蘭縣","",1143
"098Q2","宜蘭縣","宜蘭市",290
"098Q2","宜蘭縣","羅東鎮",264
"098Q2","宜蘭縣","蘇澳鎮",53
"098Q2","宜蘭縣","頭城鎮",31
"098Q2","宜蘭縣","礁溪鄉",171
"098Q2","宜蘭縣","壯圍鄉",39
"098Q2","宜蘭縣","員山鄉",52
"098Q2","宜蘭縣","冬山鄉",130
"098Q2","宜蘭縣","五結鄉",87
"098Q2","宜蘭縣","三星鄉",25
"098Q2","宜蘭縣","大同鄉",1
"098Q2","宜蘭縣","南澳鄉",0
"098Q2","新竹縣","",1742
"098Q2","新竹縣","竹北市",1024
"098Q2","新竹縣","關西鎮",20
"098Q2","新竹縣","新埔鎮",66
"098Q2","新竹縣","竹東鎮",334
"098Q2","新竹縣","湖口鄉",148
"098Q2","新竹縣","橫山鄉",4
"098Q2","新竹縣","新豐鄉",85
"098Q2","新竹縣","芎林鄉",29
"098Q2","新竹縣","寶山鄉",25
"098Q2","新竹縣","北埔鄉",5
"098Q2","新竹縣","峨眉鄉",0
"098Q2","新竹縣","尖石鄉",1
"098Q2","新竹縣","五峰鄉",1
"098Q2","苗栗縣","",780
"098Q2","苗栗縣","苗栗市",197
"098Q2","苗栗縣","苑裡鎮",47
"098Q2","苗栗縣","通霄鎮",28
"098Q2","苗栗縣","竹南鎮",154
"098Q2","苗栗縣","頭份鎮",232
"098Q2","苗栗縣","後龍鎮",16
"098Q2","苗栗縣","卓蘭鎮",7
"098Q2","苗栗縣","大湖鄉",2
"098Q2","苗栗縣","公館鄉",17
"098Q2","苗栗縣","銅鑼鄉",15
"098Q2","苗栗縣","南庄鄉",4
"098Q2","苗栗縣","頭屋鄉",9
"098Q2","苗栗縣","三義鄉",33
"098Q2","苗栗縣","西湖鄉",4
"098Q2","苗栗縣","造橋鄉",5
"098Q2","苗栗縣","三灣鄉",7
"098Q2","苗栗縣","獅潭鄉",3
"098Q2","苗栗縣","泰安鄉",0
"098Q2","彰化縣","",1325
"098Q2","彰化縣","彰化市",407
"098Q2","彰化縣","鹿港鎮",67
"098Q2","彰化縣","和美鎮",124
"098Q2","彰化縣","北斗鎮",39
"098Q2","彰化縣","員林鎮",177
"098Q2","彰化縣","溪湖鎮",77
"098Q2","彰化縣","田中鎮",34
"098Q2","彰化縣","二林鎮",32
"098Q2","彰化縣","線西鄉",7
"098Q2","彰化縣","伸港鄉",29
"098Q2","彰化縣","福興鄉",33
"098Q2","彰化縣","秀水鄉",37
"098Q2","彰化縣","花壇鄉",30
"098Q2","彰化縣","芬園鄉",5
"098Q2","彰化縣","大村鄉",32
"098Q2","彰化縣","埔鹽鄉",17
"098Q2","彰化縣","埔心鄉",23
"098Q2","彰化縣","永靖鄉",25
"098Q2","彰化縣","社頭鄉",30
"098Q2","彰化縣","二水鄉",4
"098Q2","彰化縣","田尾鄉",15
"098Q2","彰化縣","埤頭鄉",26
"098Q2","彰化縣","芳苑鄉",23
"098Q2","彰化縣","大城鄉",4
"098Q2","彰化縣","竹塘鄉",5
"098Q2","彰化縣","溪州鄉",23
"098Q2","南投縣","",518
"098Q2","南投縣","南投市",136
"098Q2","南投縣","埔里鎮",105
"098Q2","南投縣","草屯鎮",132
"098Q2","南投縣","竹山鎮",81
"098Q2","南投縣","集集鎮",3
"098Q2","南投縣","名間鄉",19
"098Q2","南投縣","鹿谷鄉",5
"098Q2","南投縣","中寮鄉",7
"098Q2","南投縣","魚池鄉",4
"098Q2","南投縣","國姓鄉",7
"098Q2","南投縣","水里鄉",10
"098Q2","南投縣","信義鄉",0
"098Q2","南投縣","仁愛鄉",9
"098Q2","雲林縣","",714
"098Q2","雲林縣","斗六市",280
"098Q2","雲林縣","斗南鎮",55
"098Q2","雲林縣","虎尾鎮",113
"098Q2","雲林縣","西螺鎮",70
"098Q2","雲林縣","土庫鎮",26
"098Q2","雲林縣","北港鎮",40
"098Q2","雲林縣","古坑鄉",18
"098Q2","雲林縣","大埤鄉",4
"098Q2","雲林縣","莿桐鄉",16
"098Q2","雲林縣","林內鄉",5
"098Q2","雲林縣","二崙鄉",5
"098Q2","雲林縣","崙背鄉",9
"098Q2","雲林縣","麥寮鄉",19
"098Q2","雲林縣","東勢鄉",4
"098Q2","雲林縣","褒忠鄉",7
"098Q2","雲林縣","台西鄉",7
"098Q2","雲林縣","元長鄉",18
"098Q2","雲林縣","四湖鄉",4
"098Q2","雲林縣","口湖鄉",8
"098Q2","雲林縣","水林鄉",6
"098Q2","嘉義縣","",438
"098Q2","嘉義縣","太保市",43
"098Q2","嘉義縣","朴子市",73
"098Q2","嘉義縣","布袋鎮",15
"098Q2","嘉義縣","大林鎮",25
"098Q2","嘉義縣","民雄鄉",87
"098Q2","嘉義縣","溪口鄉",4
"098Q2","嘉義縣","新港鄉",14
"098Q2","嘉義縣","六腳鄉",3
"098Q2","嘉義縣","東石鄉",6
"098Q2","嘉義縣","義竹鄉",5
"098Q2","嘉義縣","鹿草鄉",3
"098Q2","嘉義縣","水上鄉",69
"098Q2","嘉義縣","中埔鄉",54
"098Q2","嘉義縣","竹崎鄉",14
"098Q2","嘉義縣","梅山鄉",6
"098Q2","嘉義縣","番路鄉",15
"098Q2","嘉義縣","大埔鄉",2
"098Q2","嘉義縣","阿里山鄉",0
"098Q2","屏東縣","",870
"098Q2","屏東縣","屏東市",374
"098Q2","屏東縣","潮州鎮",57
"098Q2","屏東縣","東港鎮",31
"098Q2","屏東縣","恆春鎮",65
"098Q2","屏東縣","萬丹鄉",63
"098Q2","屏東縣","長治鄉",22
"098Q2","屏東縣","麟洛鄉",5
"098Q2","屏東縣","九如鄉",18
"098Q2","屏東縣","里港鄉",17
"098Q2","屏東縣","鹽埔鄉",16
"098Q2","屏東縣","高樹鄉",6
"098Q2","屏東縣","萬巒鄉",17
"098Q2","屏東縣","內埔鄉",76
"098Q2","屏東縣","竹田鄉",11
"098Q2","屏東縣","新埤鄉",6
"098Q2","屏東縣","枋寮鄉",20
"098Q2","屏東縣","新園鄉",17
"098Q2","屏東縣","崁頂鄉",4
"098Q2","屏東縣","林邊鄉",13
"098Q2","屏東縣","南州鄉",5
"098Q2","屏東縣","佳冬鄉",10
"098Q2","屏東縣","琉球鄉",2
"098Q2","屏東縣","車城鄉",3
"098Q2","屏東縣","滿州鄉",2
"098Q2","屏東縣","枋山鄉",2
"098Q2","屏東縣","三地門鄉",1
"098Q2","屏東縣","霧台鄉",0
"098Q2","屏東縣","瑪家鄉",0
"098Q2","屏東縣","泰武鄉",1
"098Q2","屏東縣","來義鄉",1
"098Q2","屏東縣","春日鄉",2
"098Q2","屏東縣","獅子鄉",3
"098Q2","屏東縣","牡丹鄉",0
"098Q2","台東縣","",257
"098Q2","台東縣","台東市",191
"098Q2","台東縣","成功鎮",21
"098Q2","台東縣","關山鎮",2
"098Q2","台東縣","卑南鄉",13
"098Q2","台東縣","大武鄉",1
"098Q2","台東縣","太麻里鄉",2
"098Q2","台東縣","東河鄉",7
"098Q2","台東縣","長濱鄉",4
"098Q2","台東縣","鹿野鄉",6
"098Q2","台東縣","池上鄉",9
"098Q2","台東縣","綠島鄉",1
"098Q2","台東縣","延平鄉",0
"098Q2","台東縣","海端鄉",0
"098Q2","台東縣","達仁鄉",0
"098Q2","台東縣","金峰鄉",0
"098Q2","台東縣","蘭嶼鄉",0
"098Q2","花蓮縣","",928
"098Q2","花蓮縣","花蓮市",506
"098Q2","花蓮縣","鳳林鎮",8
"098Q2","花蓮縣","玉里鎮",16
"098Q2","花蓮縣","新城鄉",44
"098Q2","花蓮縣","吉安鄉",291
"098Q2","花蓮縣","壽豐鄉",31
"098Q2","花蓮縣","光復鄉",12
"098Q2","花蓮縣","豐濱鄉",2
"098Q2","花蓮縣","瑞穗鄉",6
"098Q2","花蓮縣","富里鄉",6
"098Q2","花蓮縣","秀林鄉",4
"098Q2","花蓮縣","萬榮鄉",1
"098Q2","花蓮縣","卓溪鄉",1
"098Q2","澎湖縣","",110
"098Q2","澎湖縣","馬公市",96
"098Q2","澎湖縣","湖西鄉",5
"098Q2","澎湖縣","白沙鄉",6
"098Q2","澎湖縣","西嶼鄉",1
"098Q2","澎湖縣","望安鄉",2
"098Q2","澎湖縣","七美鄉",0
"098Q2","基隆市","",1312
"098Q2","基隆市","中正區",344
"098Q2","基隆市","七堵區",172
"098Q2","基隆市","暖暖區",110
"098Q2","基隆市","仁愛區",103
"098Q2","基隆市","中山區",79
"098Q2","基隆市","安樂區",363
"098Q2","基隆市","信義區",141
"098Q2","新竹市","",947
"098Q2","新竹市","新竹市",947
"098Q2","嘉義市","",635
