日期,年,月,日,屬性,值
2019/4/23,2019,4,23,白肉雞(1.75-1.95Kg),25.8
2019/4/23,2019,4,23,白肉雞(門市價高屏),27.3
2019/4/23,2019,4,23,雞蛋(大運輸價),28.5
2019/4/24,2019,4,24,白肉雞(2.0Kg以上),25.8
2019/4/24,2019,4,24,白肉雞(1.75-1.95Kg),25.8
2019/4/24,2019,4,24,白肉雞(門市價高屏),27.3
2019/4/24,2019,4,24,雞蛋(大運輸價),28.5
2019/4/25,2019,4,25,白肉雞(2.0Kg以上),26
2019/4/25,2019,4,25,白肉雞(1.75-1.95Kg),26
2019/4/25,2019,4,25,白肉雞(門市價高屏),27.5
2019/4/25,2019,4,25,雞蛋(大運輸價),28.5
2019/4/26,2019,4,26,白肉雞(2.0Kg以上),26
2019/4/26,2019,4,26,白肉雞(1.75-1.95Kg),26
2019/4/26,2019,4,26,白肉雞(門市價高屏),27.5
2019/4/26,2019,4,26,雞蛋(大運輸價),28.5
2019/4/27,2019,4,27,白肉雞(2.0Kg以上),26
2019/4/27,2019,4,27,白肉雞(1.75-1.95Kg),26
2019/4/27,2019,4,27,白肉雞(門市價高屏),27.5
2019/4/27,2019,4,27,雞蛋(大運輸價),28.5
2019/4/28,2019,4,28,白肉雞(2.0Kg以上),26
2019/4/28,2019,4,28,白肉雞(1.75-1.95Kg),26
2019/4/28,2019,4,28,白肉雞(門市價高屏),27.5
2019/4/28,2019,4,28,雞蛋(大運輸價),28.5
2019/4/29,2019,4,29,白肉雞(2.0Kg以上),26
2019/4/29,2019,4,29,白肉雞(1.75-1.95Kg),26
2019/4/29,2019,4,29,白肉雞(門市價高屏),27.5
2019/4/29,2019,4,29,雞蛋(大運輸價),28.5
2019/4/30,2019,4,30,白肉雞(2.0Kg以上),26
2019/4/30,2019,4,30,白肉雞(1.75-1.95Kg),26
2019/4/30,2019,4,30,白肉雞(門市價高屏),27.5
2019/4/30,2019,4,30,雞蛋(大運輸價),26.5
2019/5/1,2019,5,1,白肉雞(2.0Kg以上),26
2019/5/1,2019,5,1,白肉雞(1.75-1.95Kg),26
2019/5/1,2019,5,1,白肉雞(門市價高屏),27.5
2019/5/1,2019,5,1,雞蛋(大運輸價),26.5
2019/5/2,2019,5,2,白肉雞(2.0Kg以上),26
2019/5/2,2019,5,2,白肉雞(1.75-1.95Kg),26
2019/5/2,2019,5,2,白肉雞(門市價高屏),27.5
2019/5/2,2019,5,2,雞蛋(大運輸價),26.5
2019/5/3,2019,5,3,白肉雞(2.0Kg以上),26.3
2019/5/3,2019,5,3,白肉雞(1.75-1.95Kg),26.3
2019/5/3,2019,5,3,白肉雞(門市價高屏),27.8
2019/5/3,2019,5,3,雞蛋(大運輸價),26.5
2019/5/4,2019,5,4,白肉雞(2.0Kg以上),26.3
2019/5/4,2019,5,4,白肉雞(1.75-1.95Kg),26.3
2019/5/4,2019,5,4,白肉雞(門市價高屏),27.8
2019/5/4,2019,5,4,雞蛋(大運輸價),26.5
2019/5/5,2019,5,5,白肉雞(2.0Kg以上),26.3
2019/5/5,2019,5,5,白肉雞(1.75-1.95Kg),26.3
2019/5/5,2019,5,5,白肉雞(門市價高屏),27.8
2019/5/5,2019,5,5,雞蛋(大運輸價),26.5
2019/5/6,2019,5,6,白肉雞(2.0Kg以上),26.3
2019/5/6,2019,5,6,白肉雞(1.75-1.95Kg),26.3
2019/5/6,2019,5,6,白肉雞(門市價高屏),27.8
2019/5/6,2019,5,6,雞蛋(大運輸價),26.5
2019/5/7,2019,5,7,白肉雞(2.0Kg以上),26.3
2019/5/7,2019,5,7,白肉雞(1.75-1.95Kg),26.3
2019/5/7,2019,5,7,白肉雞(門市價高屏),27.8
2019/5/7,2019,5,7,雞蛋(大運輸價),26.5
2019/5/8,2019,5,8,白肉雞(2.0Kg以上),26.3
2019/5/8,2019,5,8,白肉雞(1.75-1.95Kg),26.3
2019/5/8,2019,5,8,白肉雞(門市價高屏),27.8
2019/5/8,2019,5,8,雞蛋(大運輸價),26.5
2019/5/9,2019,5,9,白肉雞(2.0Kg以上),26.5
2019/5/9,2019,5,9,白肉雞(1.75-1.95Kg),26.5
2019/5/9,2019,5,9,白肉雞(門市價高屏),28
2019/5/9,2019,5,9,雞蛋(大運輸價),26.5
2019/5/10,2019,5,10,白肉雞(2.0Kg以上),26.5
2019/5/10,2019,5,10,白肉雞(1.75-1.95Kg),26.5
2019/5/10,2019,5,10,白肉雞(門市價高屏),28
2019/5/10,2019,5,10,雞蛋(大運輸價),26.5
2019/5/11,2019,5,11,白肉雞(2.0Kg以上),26.5
2019/5/11,2019,5,11,白肉雞(1.75-1.95Kg),26.5
2019/5/11,2019,5,11,白肉雞(門市價高屏),28
2019/5/11,2019,5,11,雞蛋(大運輸價),26.5
2019/5/12,2019,5,12,白肉雞(2.0Kg以上),26.5
2019/5/12,2019,5,12,白肉雞(1.75-1.95Kg),26.5
2019/5/12,2019,5,12,白肉雞(門市價高屏),28
2019/5/12,2019,5,12,雞蛋(大運輸價),26.5
2019/5/13,2019,5,13,白肉雞(2.0Kg以上),26.5
2019/5/13,2019,5,13,白肉雞(1.75-1.95Kg),26.5
2019/5/13,2019,5,13,白肉雞(門市價高屏),28
2019/5/13,2019,5,13,雞蛋(大運輸價),26.5
2019/5/14,2019,5,14,白肉雞(2.0Kg以上),26.5
2019/5/14,2019,5,14,白肉雞(1.75-1.95Kg),26.5
2019/5/14,2019,5,14,白肉雞(門市價高屏),28
2019/5/14,2019,5,14,雞蛋(大運輸價),26.5
2019/5/15,2019,5,15,白肉雞(2.0Kg以上),26.5
2019/5/15,2019,5,15,白肉雞(1.75-1.95Kg),26.5
2019/5/15,2019,5,15,白肉雞(門市價高屏),28
2019/5/15,2019,5,15,雞蛋(大運輸價),26.5
2019/5/16,2019,5,16,白肉雞(2.0Kg以上),26.8
2019/5/16,2019,5,16,白肉雞(1.75-1.95Kg),26.8
2019/5/16,2019,5,16,白肉雞(門市價高屏),28.3
2019/5/16,2019,5,16,雞蛋(大運輸價),26.5
2019/5/17,2019,5,17,白肉雞(2.0Kg以上),26.8
2019/5/17,2019,5,17,白肉雞(1.75-1.95Kg),26.8
2019/5/17,2019,5,17,白肉雞(門市價高屏),28.3
2019/5/17,2019,5,17,雞蛋(大運輸價),26.5
2019/5/18,2019,5,18,白肉雞(2.0Kg以上),26.8
2019/5/18,2019,5,18,白肉雞(1.75-1.95Kg),26.8
2019/5/18,2019,5,18,白肉雞(門市價高屏),28.3
2019/5/18,2019,5,18,雞蛋(大運輸價),26.5
2019/5/19,2019,5,19,白肉雞(2.0Kg以上),26.8
2019/5/19,2019,5,19,白肉雞(1.75-1.95Kg),26.8
2019/5/19,2019,5,19,白肉雞(門市價高屏),28.3
2019/5/19,2019,5,19,雞蛋(大運輸價),26.5
2019/5/20,2019,5,20,白肉雞(2.0Kg以上),26.8
2019/5/20,2019,5,20,白肉雞(1.75-1.95Kg),26.8
2019/5/20,2019,5,20,白肉雞(門市價高屏),28.3
2019/5/20,2019,5,20,雞蛋(大運輸價),26.5
2019/5/21,2019,5,21,白肉雞(2.0Kg以上),26.8
2019/5/21,2019,5,21,白肉雞(1.75-1.95Kg),26.8
2019/5/21,2019,5,21,白肉雞(門市價高屏),28.3
2019/5/21,2019,5,21,雞蛋(大運輸價),26.5
2019/5/22,2019,5,22,白肉雞(2.0Kg以上),26.8
2019/5/22,2019,5,22,白肉雞(1.75-1.95Kg),26.8
2019/5/22,2019,5,22,白肉雞(門市價高屏),28.3
2019/5/22,2019,5,22,雞蛋(大運輸價),26.5
2019/5/23,2019,5,23,白肉雞(2.0Kg以上),26.8
2019/5/23,2019,5,23,白肉雞(1.75-1.95Kg),26.8
2019/5/23,2019,5,23,白肉雞(門市價高屏),28.3
2019/5/23,2019,5,23,雞蛋(大運輸價),26.5
2019/5/24,2019,5,24,白肉雞(2.0Kg以上),26.8
2019/5/24,2019,5,24,白肉雞(1.75-1.95Kg),26.8
2019/5/24,2019,5,24,白肉雞(門市價高屏),28.3
2019/5/24,2019,5,24,雞蛋(大運輸價),26.5
2019/5/25,2019,5,25,白肉雞(2.0Kg以上),26.8
2019/5/25,2019,5,25,白肉雞(1.75-1.95Kg),26.8
2019/5/25,2019,5,25,白肉雞(門市價高屏),28.3
2019/5/25,2019,5,25,雞蛋(大運輸價),26.5
2019/5/26,2019,5,26,白肉雞(2.0Kg以上),26.8
2019/5/26,2019,5,26,白肉雞(1.75-1.95Kg),26.8
2019/5/26,2019,5,26,白肉雞(門市價高屏),28.3
2019/5/26,2019,5,26,雞蛋(大運輸價),26.5
2019/5/27,2019,5,27,白肉雞(2.0Kg以上),26.8
2019/5/27,2019,5,27,白肉雞(1.75-1.95Kg),26.8
2019/5/27,2019,5,27,白肉雞(門市價高屏),28.3
2019/5/27,2019,5,27,雞蛋(大運輸價),26.5
2019/5/28,2019,5,28,白肉雞(2.0Kg以上),26.8
2019/5/28,2019,5,28,白肉雞(1.75-1.95Kg),26.8
2019/5/28,2019,5,28,白肉雞(門市價高屏),28.3
2019/5/28,2019,5,28,雞蛋(大運輸價),26.5
2019/5/29,2019,5,29,白肉雞(2.0Kg以上),26.8
2019/5/29,2019,5,29,白肉雞(1.75-1.95Kg),26.8
2019/5/29,2019,5,29,白肉雞(門市價高屏),28.3
2019/5/29,2019,5,29,雞蛋(大運輸價),26.5
2019/5/30,2019,5,30,白肉雞(2.0Kg以上),26.8
2019/5/30,2019,5,30,白肉雞(1.75-1.95Kg),26.8
2019/5/30,2019,5,30,白肉雞(門市價高屏),28.3
2019/5/30,2019,5,30,雞蛋(大運輸價),26.5
2019/5/31,2019,5,31,白肉雞(2.0Kg以上),26.8
2019/5/31,2019,5,31,白肉雞(1.75-1.95Kg),26.8
2019/5/31,2019,5,31,白肉雞(門市價高屏),28.3
2019/5/31,2019,5,31,雞蛋(大運輸價),26.5
2019/6/1,2019,6,1,白肉雞(2.0Kg以上),26.8
2019/6/1,2019,6,1,白肉雞(1.75-1.95Kg),26.8
2019/6/1,2019,6,1,白肉雞(門市價高屏),28.3
2019/6/1,2019,6,1,雞蛋(大運輸價),26.5
2019/6/2,2019,6,2,白肉雞(2.0Kg以上),26.8
2019/6/2,2019,6,2,白肉雞(1.75-1.95Kg),26.8
2019/6/2,2019,6,2,白肉雞(門市價高屏),28.3
2019/6/2,2019,6,2,雞蛋(大運輸價),26.5
2019/6/3,2019,6,3,白肉雞(2.0Kg以上),26.8
2019/6/3,2019,6,3,白肉雞(1.75-1.95Kg),26.8
2019/6/3,2019,6,3,白肉雞(門市價高屏),28.3
2019/6/3,2019,6,3,雞蛋(大運輸價),26.5
2019/6/4,2019,6,4,白肉雞(2.0Kg以上),26.8
2019/6/4,2019,6,4,白肉雞(1.75-1.95Kg),26.8
2019/6/4,2019,6,4,白肉雞(門市價高屏),28.3
2019/6/4,2019,6,4,雞蛋(大運輸價),24.5
2019/6/5,2019,6,5,白肉雞(2.0Kg以上),26.8
2019/6/5,2019,6,5,白肉雞(1.75-1.95Kg),26.8
2019/6/5,2019,6,5,白肉雞(門市價高屏),28.3
2019/6/5,2019,6,5,雞蛋(大運輸價),24.5
2019/6/6,2019,6,6,白肉雞(2.0Kg以上),26.8
2019/6/6,2019,6,6,白肉雞(1.75-1.95Kg),26.8
2019/6/6,2019,6,6,白肉雞(門市價高屏),28.3
2019/6/6,2019,6,6,雞蛋(大運輸價),24.5
2019/6/7,2019,6,7,白肉雞(2.0Kg以上),26.8
2019/6/7,2019,6,7,白肉雞(1.75-1.95Kg),26.8
2019/6/7,2019,6,7,白肉雞(門市價高屏),28.3
2019/6/7,2019,6,7,雞蛋(大運輸價),24.5
2019/6/8,2019,6,8,白肉雞(2.0Kg以上),26.8
2019/6/8,2019,6,8,白肉雞(1.75-1.95Kg),26.8
2019/6/8,2019,6,8,白肉雞(門市價高屏),28.3
2019/6/8,2019,6,8,雞蛋(大運輸價),24.5
2019/6/9,2019,6,9,白肉雞(2.0Kg以上),26.8
2019/6/9,2019,6,9,白肉雞(1.75-1.95Kg),26.8
2019/6/9,2019,6,9,白肉雞(門市價高屏),28.3
2019/6/9,2019,6,9,雞蛋(大運輸價),24.5
2019/6/10,2019,6,10,白肉雞(2.0Kg以上),26.8
2019/6/10,2019,6,10,白肉雞(1.75-1.95Kg),26.8
2019/6/10,2019,6,10,白肉雞(門市價高屏),28.3
2019/6/10,2019,6,10,雞蛋(大運輸價),24.5
2019/6/11,2019,6,11,白肉雞(2.0Kg以上),26.8
2019/6/11,2019,6,11,白肉雞(1.75-1.95Kg),26.8
2019/6/11,2019,6,11,白肉雞(門市價高屏),28.3
2019/6/11,2019,6,11,雞蛋(大運輸價),22.5
2019/6/12,2019,6,12,白肉雞(2.0Kg以上),26.5
2019/6/12,2019,6,12,白肉雞(1.75-1.95Kg),26.5
2019/6/12,2019,6,12,白肉雞(門市價高屏),28
2019/6/12,2019,6,12,雞蛋(大運輸價),22.5
2019/6/13,2019,6,13,白肉雞(2.0Kg以上),26.5
2019/6/13,2019,6,13,白肉雞(1.75-1.95Kg),26.5
2019/6/13,2019,6,13,白肉雞(門市價高屏),28
2019/6/13,2019,6,13,雞蛋(大運輸價),22.5
2019/6/14,2019,6,14,白肉雞(2.0Kg以上),26.5
2019/6/14,2019,6,14,白肉雞(1.75-1.95Kg),26.5
2019/6/14,2019,6,14,白肉雞(門市價高屏),28
2019/6/14,2019,6,14,雞蛋(大運輸價),22.5
2019/6/15,2019,6,15,白肉雞(2.0Kg以上),26.5
2019/6/15,2019,6,15,白肉雞(1.75-1.95Kg),26.5
2019/6/15,2019,6,15,白肉雞(門市價高屏),28
2019/6/15,2019,6,15,雞蛋(大運輸價),22.5
2019/6/16,2019,6,16,白肉雞(2.0Kg以上),26.5
2019/6/16,2019,6,16,白肉雞(1.75-1.95Kg),26.5
2019/6/16,2019,6,16,白肉雞(門市價高屏),28
2019/6/16,2019,6,16,雞蛋(大運輸價),22.5
2019/6/17,2019,6,17,白肉雞(2.0Kg以上),26.5
2019/6/17,2019,6,17,白肉雞(1.75-1.95Kg),26.5
2019/6/17,2019,6,17,白肉雞(門市價高屏),28
2019/6/17,2019,6,17,雞蛋(大運輸價),22.5
2019/6/18,2019,6,18,白肉雞(2.0Kg以上),26.5
2019/6/18,2019,6,18,白肉雞(1.75-1.95Kg),26.5
2019/6/18,2019,6,18,白肉雞(門市價高屏),28
2019/6/18,2019,6,18,雞蛋(大運輸價),22.5
2019/6/19,2019,6,19,白肉雞(2.0Kg以上),26.5
2019/6/19,2019,6,19,白肉雞(1.75-1.95Kg),26.5
2019/6/19,2019,6,19,白肉雞(門市價高屏),28
2019/6/19,2019,6,19,雞蛋(大運輸價),22.5
2019/6/20,2019,6,20,白肉雞(2.0Kg以上),26.3
2019/6/20,2019,6,20,白肉雞(1.75-1.95Kg),26.3
2019/6/20,2019,6,20,白肉雞(門市價高屏),27.8
2019/6/20,2019,6,20,雞蛋(大運輸價),22.5
2019/6/21,2019,6,21,白肉雞(2.0Kg以上),26.3
2019/6/21,2019,6,21,白肉雞(1.75-1.95Kg),26.3
2019/6/21,2019,6,21,白肉雞(門市價高屏),27.8
2019/6/21,2019,6,21,雞蛋(大運輸價),22.5
2019/6/22,2019,6,22,白肉雞(2.0Kg以上),26.3
2019/6/22,2019,6,22,白肉雞(1.75-1.95Kg),26.3
2019/6/22,2019,6,22,白肉雞(門市價高屏),27.8
2019/6/22,2019,6,22,雞蛋(大運輸價),22.5
2019/6/23,2019,6,23,白肉雞(2.0Kg以上),26.3
2019/6/23,2019,6,23,白肉雞(1.75-1.95Kg),26.3
2019/6/23,2019,6,23,白肉雞(門市價高屏),27.8
2019/6/23,2019,6,23,雞蛋(大運輸價),22.5
2019/6/24,2019,6,24,白肉雞(2.0Kg以上),26.3
2019/6/24,2019,6,24,白肉雞(1.75-1.95Kg),26.3
2019/6/24,2019,6,24,白肉雞(門市價高屏),27.8
2019/6/24,2019,6,24,雞蛋(大運輸價),22.5
2019/6/25,2019,6,25,白肉雞(2.0Kg以上),26.3
2019/6/25,2019,6,25,白肉雞(1.75-1.95Kg),26.3
2019/6/25,2019,6,25,白肉雞(門市價高屏),27.8
2019/6/25,2019,6,25,雞蛋(大運輸價),22.5
2019/6/26,2019,6,26,白肉雞(2.0Kg以上),26.3
2019/6/26,2019,6,26,白肉雞(1.75-1.95Kg),26.3
2019/6/26,2019,6,26,白肉雞(門市價高屏),27.8
2019/6/26,2019,6,26,雞蛋(大運輸價),22.5
2019/6/27,2019,6,27,白肉雞(2.0Kg以上),26.3
2019/6/27,2019,6,27,白肉雞(1.75-1.95Kg),26.3
2019/6/27,2019,6,27,白肉雞(門市價高屏),27.8
2019/6/27,2019,6,27,雞蛋(大運輸價),22.5
2019/6/28,2019,6,28,白肉雞(2.0Kg以上),26.3
2019/6/28,2019,6,28,白肉雞(1.75-1.95Kg),26.3
2019/6/28,2019,6,28,白肉雞(門市價高屏),27.8
2019/6/28,2019,6,28,雞蛋(大運輸價),22.5
2019/6/29,2019,6,29,白肉雞(2.0Kg以上),26.3
2019/6/29,2019,6,29,白肉雞(1.75-1.95Kg),26.3
2019/6/29,2019,6,29,白肉雞(門市價高屏),27.8
2019/6/29,2019,6,29,雞蛋(大運輸價),22.5
2019/6/30,2019,6,30,白肉雞(2.0Kg以上),26.3
2019/6/30,2019,6,30,白肉雞(1.75-1.95Kg),26.3
2019/6/30,2019,6,30,白肉雞(門市價高屏),27.8
2019/6/30,2019,6,30,雞蛋(大運輸價),22.5
2019/7/1,2019,7,1,白肉雞(2.0Kg以上),26.3
2019/7/1,2019,7,1,白肉雞(1.75-1.95Kg),26.3
2019/7/1,2019,7,1,白肉雞(門市價高屏),27.8
2019/7/1,2019,7,1,雞蛋(大運輸價),22.5
2019/7/2,2019,7,2,白肉雞(2.0Kg以上),26.3
2019/7/2,2019,7,2,白肉雞(1.75-1.95Kg),26.3
2019/7/2,2019,7,2,白肉雞(門市價高屏),27.8
2019/7/2,2019,7,2,雞蛋(大運輸價),20.5
2019/7/3,2019,7,3,白肉雞(2.0Kg以上),26.3
2019/7/3,2019,7,3,白肉雞(1.75-1.95Kg),26.3
2019/7/3,2019,7,3,白肉雞(門市價高屏),27.8
2019/7/3,2019,7,3,雞蛋(大運輸價),20.5
2019/7/4,2019,7,4,白肉雞(2.0Kg以上),26.3
2019/7/4,2019,7,4,白肉雞(1.75-1.95Kg),26.3
2019/7/4,2019,7,4,白肉雞(門市價高屏),27.8
2019/7/4,2019,7,4,雞蛋(大運輸價),20.5
2019/7/5,2019,7,5,白肉雞(2.0Kg以上),26.3
2019/7/5,2019,7,5,白肉雞(1.75-1.95Kg),26.3
2019/7/5,2019,7,5,白肉雞(門市價高屏),27.8
2019/7/5,2019,7,5,雞蛋(大運輸價),20.5
2019/7/6,2019,7,6,白肉雞(2.0Kg以上),26.3
2019/7/6,2019,7,6,白肉雞(1.75-1.95Kg),26.3
2019/7/6,2019,7,6,白肉雞(門市價高屏),27.8
2019/7/6,2019,7,6,雞蛋(大運輸價),20.5
2019/7/7,2019,7,7,白肉雞(2.0Kg以上),26.3
2019/7/7,2019,7,7,白肉雞(1.75-1.95Kg),26.3
2019/7/7,2019,7,7,白肉雞(門市價高屏),27.8
2019/7/7,2019,7,7,雞蛋(大運輸價),20.5
2019/7/8,2019,7,8,白肉雞(2.0Kg以上),26.3
2019/7/8,2019,7,8,白肉雞(1.75-1.95Kg),26.3
2019/7/8,2019,7,8,白肉雞(門市價高屏),27.8
2019/7/8,2019,7,8,雞蛋(大運輸價),20.5
2019/7/9,2019,7,9,白肉雞(2.0Kg以上),26.3
2019/7/9,2019,7,9,白肉雞(1.75-1.95Kg),26.3
2019/7/9,2019,7,9,白肉雞(門市價高屏),27.8
2019/7/9,2019,7,9,雞蛋(大運輸價),20.5
2019/7/10,2019,7,10,白肉雞(2.0Kg以上),26.3
2019/7/10,2019,7,10,白肉雞(1.75-1.95Kg),26.3
2019/7/10,2019,7,10,白肉雞(門市價高屏),27.8
2019/7/10,2019,7,10,雞蛋(大運輸價),20.5
2019/7/11,2019,7,11,白肉雞(2.0Kg以上),26.3
2019/7/11,2019,7,11,白肉雞(1.75-1.95Kg),26.3
2019/7/11,2019,7,11,白肉雞(門市價高屏),27.8
2019/7/11,2019,7,11,雞蛋(大運輸價),20.5
2019/7/12,2019,7,12,白肉雞(2.0Kg以上),26.3
2019/7/12,2019,7,12,白肉雞(1.75-1.95Kg),26.3
2019/7/12,2019,7,12,白肉雞(門市價高屏),27.8
2019/7/12,2019,7,12,雞蛋(大運輸價),20.5
2019/7/13,2019,7,13,白肉雞(2.0Kg以上),26.3
2019/7/13,2019,7,13,白肉雞(1.75-1.95Kg),26.3
2019/7/13,2019,7,13,白肉雞(門市價高屏),27.8
2019/7/13,2019,7,13,雞蛋(大運輸價),20.5
2019/7/14,2019,7,14,白肉雞(2.0Kg以上),26.3
2019/7/14,2019,7,14,白肉雞(1.75-1.95Kg),26.3
2019/7/14,2019,7,14,白肉雞(門市價高屏),27.8
2019/7/14,2019,7,14,雞蛋(大運輸價),20.5
2019/7/15,2019,7,15,白肉雞(2.0Kg以上),26.3
2019/7/15,2019,7,15,白肉雞(1.75-1.95Kg),26.3
2019/7/15,2019,7,15,白肉雞(門市價高屏),27.8
2019/7/15,2019,7,15,雞蛋(大運輸價),20.5
2019/7/16,2019,7,16,白肉雞(2.0Kg以上),26.3
2019/7/16,2019,7,16,白肉雞(1.75-1.95Kg),26.3
2019/7/16,2019,7,16,白肉雞(門市價高屏),27.8
2019/7/16,2019,7,16,雞蛋(大運輸價),20.5
2019/7/17,2019,7,17,白肉雞(2.0Kg以上),26.3
2019/7/17,2019,7,17,白肉雞(1.75-1.95Kg),26.3
2019/7/17,2019,7,17,白肉雞(門市價高屏),27.8
2019/7/17,2019,7,17,雞蛋(大運輸價),20.5
2019/7/18,2019,7,18,白肉雞(2.0Kg以上),26.3
2019/7/18,2019,7,18,白肉雞(1.75-1.95Kg),26.3
2019/7/18,2019,7,18,白肉雞(門市價高屏),27.8
2019/7/18,2019,7,18,雞蛋(大運輸價),23.5
2019/7/19,2019,7,19,白肉雞(2.0Kg以上),26.3
2019/7/19,2019,7,19,白肉雞(1.75-1.95Kg),26.3
2019/7/19,2019,7,19,白肉雞(門市價高屏),27.8
2019/7/19,2019,7,19,雞蛋(大運輸價),23.5
2019/7/20,2019,7,20,白肉雞(2.0Kg以上),26.3
2019/7/20,2019,7,20,白肉雞(1.75-1.95Kg),26.3
2019/7/20,2019,7,20,白肉雞(門市價高屏),27.8
2019/7/20,2019,7,20,雞蛋(大運輸價),23.5
2019/7/21,2019,7,21,白肉雞(2.0Kg以上),26.3
2019/7/21,2019,7,21,白肉雞(1.75-1.95Kg),26.3
2019/7/21,2019,7,21,白肉雞(門市價高屏),27.8
2019/7/21,2019,7,21,雞蛋(大運輸價),23.5
2019/7/22,2019,7,22,白肉雞(2.0Kg以上),26.3
2019/7/22,2019,7,22,白肉雞(1.75-1.95Kg),26.3
2019/7/22,2019,7,22,白肉雞(門市價高屏),27.8
2019/7/22,2019,7,22,雞蛋(大運輸價),23.5
2019/7/23,2019,7,23,白肉雞(2.0Kg以上),26.3
2019/7/23,2019,7,23,白肉雞(1.75-1.95Kg),26.3
2019/7/23,2019,7,23,白肉雞(門市價高屏),27.8
2019/7/23,2019,7,23,雞蛋(大運輸價),23.5
2019/7/24,2019,7,24,白肉雞(2.0Kg以上),26.3
2019/7/24,2019,7,24,白肉雞(1.75-1.95Kg),26.3
2019/7/24,2019,7,24,白肉雞(門市價高屏),27.8
2019/7/24,2019,7,24,雞蛋(大運輸價),25.5
2019/7/25,2019,7,25,白肉雞(2.0Kg以上),26.3
2019/7/25,2019,7,25,白肉雞(1.75-1.95Kg),26.3
2019/7/25,2019,7,25,白肉雞(門市價高屏),27.8
2019/7/25,2019,7,25,雞蛋(大運輸價),25.5
2019/7/26,2019,7,26,白肉雞(2.0Kg以上),26
2019/7/26,2019,7,26,白肉雞(1.75-1.95Kg),26
2019/7/26,2019,7,26,白肉雞(門市價高屏),27.5
2019/7/26,2019,7,26,雞蛋(大運輸價),25.5
2019/7/27,2019,7,27,白肉雞(2.0Kg以上),26
2019/7/27,2019,7,27,白肉雞(1.75-1.95Kg),26
2019/7/27,2019,7,27,白肉雞(門市價高屏),27.5
2019/7/27,2019,7,27,雞蛋(大運輸價),25.5
2019/7/28,2019,7,28,白肉雞(2.0Kg以上),26
2019/7/28,2019,7,28,白肉雞(1.75-1.95Kg),26
2019/7/28,2019,7,28,白肉雞(門市價高屏),27.5
2019/7/28,2019,7,28,雞蛋(大運輸價),25.5
2019/7/29,2019,7,29,白肉雞(2.0Kg以上),26
2019/7/29,2019,7,29,白肉雞(1.75-1.95Kg),26
2019/7/29,2019,7,29,白肉雞(門市價高屏),27.5
2019/7/29,2019,7,29,雞蛋(大運輸價),25.5
2019/7/30,2019,7,30,白肉雞(2.0Kg以上),26
2019/7/30,2019,7,30,白肉雞(1.75-1.95Kg),26
2019/7/30,2019,7,30,白肉雞(門市價高屏),27.5
2019/7/30,2019,7,30,雞蛋(大運輸價),25.5
2019/7/31,2019,7,31,白肉雞(2.0Kg以上),26
2019/7/31,2019,7,31,白肉雞(1.75-1.95Kg),26
2019/7/31,2019,7,31,白肉雞(門市價高屏),27.5
2019/7/31,2019,7,31,雞蛋(大運輸價),25.5
2019/8/1,2019,8,1,白肉雞(2.0Kg以上),26
2019/8/1,2019,8,1,白肉雞(1.75-1.95Kg),26
2019/8/1,2019,8,1,白肉雞(門市價高屏),27.5
2019/8/1,2019,8,1,雞蛋(大運輸價),25.5
2019/8/2,2019,8,2,白肉雞(2.0Kg以上),26
2019/8/2,2019,8,2,白肉雞(1.75-1.95Kg),26
2019/8/2,2019,8,2,白肉雞(門市價高屏),27.5
2019/8/2,2019,8,2,雞蛋(大運輸價),25.5
2019/8/3,2019,8,3,白肉雞(2.0Kg以上),26
2019/8/3,2019,8,3,白肉雞(1.75-1.95Kg),26
2019/8/3,2019,8,3,白肉雞(門市價高屏),27.5
2019/8/3,2019,8,3,雞蛋(大運輸價),25.5
2019/8/4,2019,8,4,白肉雞(2.0Kg以上),26
2019/8/4,2019,8,4,白肉雞(1.75-1.95Kg),26
2019/8/4,2019,8,4,白肉雞(門市價高屏),27.5
2019/8/4,2019,8,4,雞蛋(大運輸價),25.5
2019/8/5,2019,8,5,白肉雞(2.0Kg以上),26
2019/8/5,2019,8,5,白肉雞(1.75-1.95Kg),26
2019/8/5,2019,8,5,白肉雞(門市價高屏),27.5
2019/8/5,2019,8,5,雞蛋(大運輸價),25.5
2019/8/6,2019,8,6,白肉雞(2.0Kg以上),26
2019/8/6,2019,8,6,白肉雞(1.75-1.95Kg),26
2019/8/6,2019,8,6,白肉雞(門市價高屏),27.5
2019/8/6,2019,8,6,雞蛋(大運輸價),25.5
2019/8/7,2019,8,7,白肉雞(2.0Kg以上),26
2019/8/7,2019,8,7,白肉雞(1.75-1.95Kg),26
2019/8/7,2019,8,7,白肉雞(門市價高屏),27.5
2019/8/7,2019,8,7,雞蛋(大運輸價),27.5
2019/8/8,2019,8,8,白肉雞(2.0Kg以上),26
2019/8/8,2019,8,8,白肉雞(1.75-1.95Kg),26
2019/8/8,2019,8,8,白肉雞(門市價高屏),27.5
2019/8/8,2019,8,8,雞蛋(大運輸價),27.5
2019/8/9,2019,8,9,白肉雞(2.0Kg以上),26
2019/8/9,2019,8,9,白肉雞(1.75-1.95Kg),26
2019/8/9,2019,8,9,白肉雞(門市價高屏),27.5
2019/8/9,2019,8,9,雞蛋(大運輸價),27.5
2019/8/10,2019,8,10,白肉雞(2.0Kg以上),26
2019/8/10,2019,8,10,白肉雞(1.75-1.95Kg),26
